MapName,Scenario,Connectivity,Algorithm,Weight,TaskID,Success,PathLength,OptimalLength,ExpandedNodes,TimeMS,Suboptimality
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,0,True,3.0000,2.41421356,18,0.0313,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,1,True,2.0000,1.41421356,8,0.0185,41.42
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,2,True,1.0000,1.0,2,0.0046,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,3,True,4.0000,3.41421356,22,0.0415,17.16
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,4,True,3.0000,2.41421356,15,0.0220,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,5,True,1.0000,1.0,2,0.0035,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,6,True,1.0000,1.0,4,0.0067,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,7,True,3.0000,2.41421356,15,0.0204,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,8,True,2.0000,1.41421356,7,0.0120,41.42
maze512-4-9.map,maze512-4-9.map.scen,4,BFS,1.0,9,True,1.0000,1.0,3,0.0042,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,0,True,3.0000,2.41421356,16,0.0400,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,1,True,2.0000,1.41421356,6,0.0176,41.42
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,2,True,1.0000,1.0,2,0.0055,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,3,True,4.0000,3.41421356,26,0.0492,17.16
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,4,True,3.0000,2.41421356,16,0.0280,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,5,True,1.0000,1.0,2,0.0043,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,6,True,1.0000,1.0,4,0.0088,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,7,True,3.0000,2.41421356,13,0.0263,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,8,True,2.0000,1.41421356,9,0.0183,41.42
maze512-4-9.map,maze512-4-9.map.scen,4,Dijkstra,1.0,9,True,1.0000,1.0,3,0.0055,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,0,True,3.0000,2.41421356,6,0.0125,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,1,True,2.0000,1.41421356,4,0.0096,41.42
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,2,True,1.0000,1.0,2,0.0043,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,3,True,4.0000,3.41421356,8,0.0194,17.16
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,4,True,3.0000,2.41421356,6,0.0125,24.26
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,5,True,1.0000,1.0,2,0.0042,0.00
maze512-4-9.map,maze512-4-9.map.scen,4,A* (Manhattan),1.0,6,True,1.0000,1.0,2,0.0048,0.00
