MapName,Scenario,Connectivity,Algorithm,Weight,TaskID,Success,PathLength,OptimalLength,ExpandedNodes,TimeMS,Suboptimality
maze_simple.map,maze_simple.map.scen,4,BFS,1.0,0,True,16.0000,10.0,17,0.0252,60.00
maze_simple.map,maze_simple.map.scen,4,Dijkstra,1.0,0,True,16.0000,10.0,17,0.0361,60.00
maze_simple.map,maze_simple.map.scen,4,A* (Manhattan),1.0,0,True,16.0000,10.0,17,0.0236,60.00
maze_simple.map,maze_simple.map.scen,4,A* (Euclid),1.0,0,True,16.0000,10.0,17,0.0235,60.00
maze_simple.map,maze_simple.map.scen,4,A* (Octile),1.0,0,True,16.0000,10.0,17,0.0228,60.00
maze_simple.map,maze_simple.map.scen,4,WA* (x1.5),1.5,0,True,16.0000,10.0,17,0.0227,60.00
maze_simple.map,maze_simple.map.scen,4,WA* (x2.0),2.0,0,True,16.0000,10.0,17,0.0224,60.00
maze_simple.map,maze_simple.map.scen,8,BFS,1.0,0,True,16.0000,10.0,17,0.0192,60.00
maze_simple.map,maze_simple.map.scen,8,Dijkstra,1.0,0,True,16.0000,10.0,17,0.0219,60.00
maze_simple.map,maze_simple.map.scen,8,A* (Manhattan),1.0,0,True,16.0000,10.0,17,0.0227,60.00
maze_simple.map,maze_simple.map.scen,8,A* (Euclid),1.0,0,True,16.0000,10.0,17,0.0231,60.00
maze_simple.map,maze_simple.map.scen,8,A* (Octile),1.0,0,True,16.0000,10.0,17,0.0232,60.00
maze_simple.map,maze_simple.map.scen,8,WA* (x1.5),1.5,0,True,16.0000,10.0,17,0.0225,60.00
maze_simple.map,maze_simple.map.scen,8,WA* (x2.0),2.0,0,True,16.0000,10.0,17,0.0225,60.00
1.map,1.scen,4,BFS,1.0,0,True,8.0000,5.0,25,0.0287,60.00
1.map,1.scen,4,BFS,1.0,1,True,4.0000,5.0,15,0.0180,-20.00
1.map,1.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,25,0.0409,60.00
1.map,1.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,12,0.0223,-20.00
1.map,1.scen,4,A* (Manhattan),1.0,0,True,8.0000,5.0,20,0.0369,60.00
1.map,1.scen,4,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0108,-20.00
1.map,1.scen,4,A* (Euclid),1.0,0,True,8.0000,5.0,22,0.0430,60.00
1.map,1.scen,4,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0110,-20.00
1.map,1.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,22,0.0385,60.00
1.map,1.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0105,-20.00
1.map,1.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,9,0.0205,60.00
1.map,1.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0105,-20.00
1.map,1.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,9,0.0209,60.00
1.map,1.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0109,-20.00
1.map,1.scen,8,BFS,1.0,0,True,4.0000,5.0,25,0.0323,-20.00
1.map,1.scen,8,BFS,1.0,1,True,4.0000,5.0,21,0.0284,-20.00
1.map,1.scen,8,Dijkstra,1.0,0,True,5.6569,5.0,25,0.0563,13.14
1.map,1.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,16,0.0403,-20.00
1.map,1.scen,8,A* (Manhattan),1.0,0,True,5.6569,5.0,5,0.0198,13.14
1.map,1.scen,8,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0128,-20.00
1.map,1.scen,8,A* (Euclid),1.0,0,True,5.6569,5.0,5,0.0188,13.14
1.map,1.scen,8,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0124,-20.00
1.map,1.scen,8,A* (Octile),1.0,0,True,5.6569,5.0,5,0.0188,13.14
1.map,1.scen,8,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0129,-20.00
1.map,1.scen,8,WA* (x1.5),1.5,0,True,5.6569,5.0,5,0.0196,13.14
1.map,1.scen,8,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0124,-20.00
1.map,1.scen,8,WA* (x2.0),2.0,0,True,5.6569,5.0,5,0.0196,13.14
1.map,1.scen,8,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0127,-20.00
2.map,2.scen,4,BFS,1.0,0,True,8.0000,5.0,22,0.0294,60.00
2.map,2.scen,4,BFS,1.0,1,True,4.0000,5.0,13,0.0151,-20.00
2.map,2.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,22,0.0338,60.00
2.map,2.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,11,0.0196,-20.00
2.map,2.scen,4,A* (Manhattan),1.0,0,True,8.0000,5.0,22,0.0342,60.00
2.map,2.scen,4,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0097,-20.00
2.map,2.scen,4,A* (Euclid),1.0,0,True,8.0000,5.0,19,0.0323,60.00
2.map,2.scen,4,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0099,-20.00
