MapName,Scenario,Connectivity,Algorithm,Weight,TaskID,Success,PathLength,OptimalLength,ExpandedNodes,TimeMS,Suboptimality
1.map,1.scen,4,BFS,1.0,0,True,8.0000,5.0,25,0.0479,60.00
1.map,1.scen,4,BFS,1.0,1,True,4.0000,5.0,15,0.0285,-20.00
1.map,1.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,25,0.0610,60.00
1.map,1.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,12,0.0339,-20.00
1.map,1.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,22,0.0592,60.00
1.map,1.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0157,-20.00
1.map,1.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,9,0.0316,60.00
1.map,1.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0165,-20.00
1.map,1.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,9,0.0301,60.00
1.map,1.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0159,-20.00
1.map,1.scen,8,BFS,1.0,0,True,4.0000,5.0,25,0.0467,-20.00
1.map,1.scen,8,BFS,1.0,1,True,4.0000,5.0,21,0.0418,-20.00
1.map,1.scen,8,Dijkstra,1.0,0,True,5.6569,5.0,25,0.0795,13.14
1.map,1.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,16,0.0596,-20.00
1.map,1.scen,8,A* (Octile),1.0,0,True,5.6569,5.0,5,0.0277,13.14
1.map,1.scen,8,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0193,-20.00
1.map,1.scen,8,WA* (x1.5),1.5,0,True,5.6569,5.0,5,0.0271,13.14
1.map,1.scen,8,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0186,-20.00
1.map,1.scen,8,WA* (x2.0),2.0,0,True,5.6569,5.0,5,0.0254,13.14
1.map,1.scen,8,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0167,-20.00
2.map,2.scen,4,BFS,1.0,0,True,8.0000,5.0,22,0.0338,60.00
2.map,2.scen,4,BFS,1.0,1,True,4.0000,5.0,13,0.0196,-20.00
2.map,2.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,22,0.0461,60.00
2.map,2.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,11,0.0269,-20.00
2.map,2.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,19,0.0423,60.00
2.map,2.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0130,-20.00
2.map,2.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,10,0.0255,60.00
2.map,2.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0131,-20.00
2.map,2.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,10,0.0261,60.00
2.map,2.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0131,-20.00
2.map,2.scen,8,BFS,1.0,0,True,6.0000,5.0,22,0.0336,20.00
2.map,2.scen,8,BFS,1.0,1,True,4.0000,5.0,16,0.0252,-20.00
2.map,2.scen,8,Dijkstra,1.0,0,True,6.8284,5.0,22,0.0498,36.57
2.map,2.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,12,0.0311,-20.00
2.map,2.scen,8,A* (Octile),1.0,0,True,6.8284,5.0,14,0.0395,36.57
2.map,2.scen,8,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0142,-20.00
2.map,2.scen,8,WA* (x1.5),1.5,0,True,6.8284,5.0,8,0.0257,36.57
2.map,2.scen,8,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0139,-20.00
2.map,2.scen,8,WA* (x2.0),2.0,0,True,6.8284,5.0,8,0.0260,36.57
2.map,2.scen,8,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0139,-20.00
maze_simple.map,maze_simple.map.scen,4,BFS,1.0,0,True,16.0000,10.0,17,0.0256,60.00
maze_simple.map,maze_simple.map.scen,4,Dijkstra,1.0,0,True,16.0000,10.0,17,0.0311,60.00
maze_simple.map,maze_simple.map.scen,4,A* (Octile),1.0,0,True,16.0000,10.0,17,0.0290,60.00
maze_simple.map,maze_simple.map.scen,4,WA* (x1.5),1.5,0,True,16.0000,10.0,17,0.0282,60.00
maze_simple.map,maze_simple.map.scen,4,WA* (x2.0),2.0,0,True,16.0000,10.0,17,0.0282,60.00
maze_simple.map,maze_simple.map.scen,8,BFS,1.0,0,True,16.0000,10.0,17,0.0230,60.00
maze_simple.map,maze_simple.map.scen,8,Dijkstra,1.0,0,True,16.0000,10.0,17,0.0281,60.00
maze_simple.map,maze_simple.map.scen,8,A* (Octile),1.0,0,True,16.0000,10.0,17,0.0290,60.00
maze_simple.map,maze_simple.map.scen,8,WA* (x1.5),1.5,0,True,16.0000,10.0,17,0.0293,60.00
maze_simple.map,maze_simple.map.scen,8,WA* (x2.0),2.0,0,True,16.0000,10.0,17,0.0285,60.00
