MapName,Scenario,Connectivity,Algorithm,Weight,TaskID,Success,PathLength,OptimalLength,ExpandedNodes,TimeMS,Suboptimality
1.map,1.scen,4,BFS,1.0,0,True,8.0000,5.0,25,0.0572,60.00
1.map,1.scen,4,BFS,1.0,1,True,4.0000,5.0,15,0.0277,-20.00
1.map,1.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,25,0.0611,60.00
1.map,1.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,12,0.0604,-20.00
1.map,1.scen,4,A* (Manhattan),1.0,0,True,8.0000,5.0,20,0.0550,60.00
1.map,1.scen,4,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0165,-20.00
1.map,1.scen,4,A* (Euclid),1.0,0,True,8.0000,5.0,22,0.0584,60.00
1.map,1.scen,4,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0164,-20.00
1.map,1.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,22,0.0589,60.00
1.map,1.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0166,-20.00
1.map,1.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,9,0.0328,60.00
1.map,1.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0744,-20.00
1.map,1.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,9,0.0323,60.00
1.map,1.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0165,-20.00
1.map,1.scen,8,BFS,1.0,0,True,4.0000,5.0,25,0.0501,-20.00
1.map,1.scen,8,BFS,1.0,1,True,4.0000,5.0,21,0.0438,-20.00
1.map,1.scen,8,Dijkstra,1.0,0,True,5.6569,5.0,25,0.1035,13.14
1.map,1.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,16,0.0616,-20.00
1.map,1.scen,8,A* (Manhattan),1.0,0,True,5.6569,5.0,5,0.0249,13.14
1.map,1.scen,8,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0162,-20.00
1.map,1.scen,8,A* (Euclid),1.0,0,True,5.6569,5.0,5,0.0247,13.14
1.map,1.scen,8,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0167,-20.00
1.map,1.scen,8,A* (Octile),1.0,0,True,5.6569,5.0,5,0.0308,13.14
1.map,1.scen,8,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0185,-20.00
1.map,1.scen,8,WA* (x1.5),1.5,0,True,5.6569,5.0,5,0.0248,13.14
1.map,1.scen,8,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0164,-20.00
1.map,1.scen,8,WA* (x2.0),2.0,0,True,5.6569,5.0,5,0.0249,13.14
1.map,1.scen,8,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0371,-20.00
2.map,2.scen,4,BFS,1.0,0,True,8.0000,5.0,22,0.0461,60.00
2.map,2.scen,4,BFS,1.0,1,True,4.0000,5.0,13,0.0508,-20.00
2.map,2.scen,4,Dijkstra,1.0,0,True,8.0000,5.0,22,0.0442,60.00
2.map,2.scen,4,Dijkstra,1.0,1,True,4.0000,5.0,11,0.0236,-20.00
2.map,2.scen,4,A* (Manhattan),1.0,0,True,8.0000,5.0,22,0.0432,60.00
2.map,2.scen,4,A* (Manhattan),1.0,1,True,4.0000,5.0,5,0.0126,-20.00
2.map,2.scen,4,A* (Euclid),1.0,0,True,8.0000,5.0,19,0.0406,60.00
2.map,2.scen,4,A* (Euclid),1.0,1,True,4.0000,5.0,5,0.0128,-20.00
2.map,2.scen,4,A* (Octile),1.0,0,True,8.0000,5.0,19,0.0392,60.00
2.map,2.scen,4,A* (Octile),1.0,1,True,4.0000,5.0,5,0.0124,-20.00
2.map,2.scen,4,WA* (x1.5),1.5,0,True,8.0000,5.0,10,0.0251,60.00
2.map,2.scen,4,WA* (x1.5),1.5,1,True,4.0000,5.0,5,0.0125,-20.00
2.map,2.scen,4,WA* (x2.0),2.0,0,True,8.0000,5.0,10,0.0256,60.00
2.map,2.scen,4,WA* (x2.0),2.0,1,True,4.0000,5.0,5,0.0123,-20.00
2.map,2.scen,8,BFS,1.0,0,True,6.0000,5.0,22,0.0331,20.00
2.map,2.scen,8,BFS,1.0,1,True,4.0000,5.0,16,0.0252,-20.00
2.map,2.scen,8,Dijkstra,1.0,0,True,6.8284,5.0,22,0.0510,36.57
2.map,2.scen,8,Dijkstra,1.0,1,True,4.0000,5.0,12,0.0320,-20.00
2.map,2.scen,8,A* (Manhattan),1.0,0,True,6.8284,5.0,8,0.0260,36.57
