MapName,Scenario,Connectivity,Algorithm,Weight,TaskID,Success,PathLength,OptimalLength,ExpandedNodes,TimeMS,Suboptimality
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,0,True,3.0000,2.41421356,20,0.0509,24.26
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,1,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,2,True,3.0000,3.0,15,0.0252,0.00
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,3,True,4.0000,2.82842712,29,0.0575,41.42
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,4,True,0.0000,0.0,1,0.0015,0.00
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,5,True,4.0000,3.41421356,38,0.0700,17.16
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,6,True,0.0000,0.0,1,0.0016,0.00
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,7,True,4.0000,3.41421356,27,0.0483,17.16
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,8,True,4.0000,3.41421356,24,0.0421,17.16
random512-10-0.map,random512-10-0.map.scen,4,BFS,1.0,9,True,4.0000,2.82842712,27,0.0473,41.42
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,0,True,3.0000,2.41421356,18,0.0554,24.26
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,1,True,0.0000,0.0,1,0.0019,0.00
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,2,True,3.0000,3.0,17,0.0457,0.00
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,3,True,4.0000,2.82842712,30,0.0802,41.42
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,4,True,0.0000,0.0,1,0.0018,0.00
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,5,True,4.0000,3.41421356,34,0.0937,17.16
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,6,True,0.0000,0.0,1,0.0018,0.00
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,7,True,4.0000,3.41421356,23,0.0645,17.16
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,8,True,4.0000,3.41421356,27,0.0698,17.16
random512-10-0.map,random512-10-0.map.scen,4,Dijkstra,1.0,9,True,4.0000,2.82842712,23,0.0650,41.42
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,0,True,3.0000,2.41421356,6,0.0191,24.26
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,1,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,2,True,3.0000,3.0,4,0.0112,0.00
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,3,True,4.0000,2.82842712,9,0.0287,41.42
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,4,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,5,True,4.0000,3.41421356,8,0.0265,17.16
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,6,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,7,True,4.0000,3.41421356,7,0.0218,17.16
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,8,True,4.0000,3.41421356,7,0.0225,17.16
random512-10-0.map,random512-10-0.map.scen,4,A* (Octile),1.0,9,True,4.0000,2.82842712,8,0.0241,41.42
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,0,True,3.0000,2.41421356,4,0.0132,24.26
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,1,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,2,True,3.0000,3.0,4,0.0744,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,3,True,4.0000,2.82842712,5,0.0163,41.42
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,4,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,5,True,4.0000,3.41421356,5,0.0175,17.16
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,6,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,7,True,4.0000,3.41421356,5,0.0171,17.16
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,8,True,4.0000,3.41421356,5,0.0167,17.16
random512-10-0.map,random512-10-0.map.scen,4,WA* (x1.5),1.5,9,True,4.0000,2.82842712,5,0.0154,41.42
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,0,True,3.0000,2.41421356,4,0.0140,24.26
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,1,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,2,True,3.0000,3.0,4,0.0109,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,3,True,4.0000,2.82842712,5,0.0168,41.42
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,4,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,5,True,4.0000,3.41421356,5,0.0178,17.16
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,6,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,7,True,4.0000,3.41421356,5,0.0162,17.16
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,8,True,4.0000,3.41421356,5,0.0168,17.16
random512-10-0.map,random512-10-0.map.scen,4,WA* (x2.0),2.0,9,True,4.0000,2.82842712,5,0.0219,41.42
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,0,True,2.0000,2.41421356,17,0.0602,-17.16
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,1,True,0.0000,0.0,1,0.0023,0.00
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,2,True,3.0000,3.0,21,0.0480,0.00
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,3,True,2.0000,2.82842712,25,0.0549,-29.29
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,4,True,0.0000,0.0,1,0.0015,0.00
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,5,True,3.0000,3.41421356,37,0.0871,-12.13
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,6,True,0.0000,0.0,1,0.0015,0.00
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,7,True,3.0000,3.41421356,32,0.0675,-12.13
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,8,True,3.0000,3.41421356,26,0.0687,-12.13
random512-10-0.map,random512-10-0.map.scen,8,BFS,1.0,9,True,2.0000,2.82842712,24,0.0567,-29.29
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,0,True,2.4142,2.41421356,17,0.0612,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,1,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,2,True,3.0000,3.0,16,0.0592,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,3,True,2.8284,2.82842712,25,0.0955,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,4,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,5,True,3.4142,3.41421356,32,0.1181,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,6,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,7,True,3.4142,3.41421356,28,0.1067,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,8,True,3.4142,3.41421356,30,0.1128,0.00
random512-10-0.map,random512-10-0.map.scen,8,Dijkstra,1.0,9,True,2.8284,2.82842712,24,0.0992,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,0,True,2.4142,2.41421356,4,0.0207,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,1,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,2,True,3.0000,3.0,4,0.0132,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,3,True,2.8284,2.82842712,3,0.0177,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,4,True,0.0000,0.0,1,0.0017,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,5,True,3.4142,3.41421356,6,0.0295,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,6,True,0.0000,0.0,1,0.0018,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,7,True,3.4142,3.41421356,6,0.0240,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,8,True,3.4142,3.41421356,6,0.0274,0.00
random512-10-0.map,random512-10-0.map.scen,8,A* (Octile),1.0,9,True,2.8284,2.82842712,3,0.0154,0.00
random512-10-0.map,random512-10-0.map.scen,8,WA* (x1.5),1.5,0,True,2.4142,2.41421356,3,0.0159,0.00
random512-10-0.map,random512-10-0.map.scen,8,WA* (x1.5),1.5,1,True,0.0000,0.0,1,0.0018,0.00
random512-10-0.map,random512-10-0.map.scen,8,WA* (x1.5),1.5,2,True,3.0000,3.0,4,0.0130,0.00
random512-10-0.map,random512-10-0.map.scen,8,WA* (x1.5),1.5,3,True,2.8284,2.82842712,3,0.0171,0.00
random512-10-0.map,random512-10-0.map.scen,8,WA* (x1.5),1.5,4,True,0.0000,0.0,1,0.0025,0.00
